bbox,full_id,maxspeed,lanes,highway,wkt_geom
2,w20450234,50,4,tertiary,"LineString (10.0433683 53.5488164, 10.0435945 53.5485742, 10.0436327 53.5485266)"
7,w10751195,,2,secondary,"LineString (9.9854158 53.4627786, 9.9855903 53.462658, 9.9862325 53.4620837, 9.9863643 53.4619809, 9.9865435 53.4618662, 9.9867393 53.4617607, 9.9868435 53.4617154, 9.9869316 53.461677)"
12,w30076821,50,2,tertiary,"LineString (9.9563817 53.5830057, 9.9563469 53.5830833, 9.9563171 53.5831355, 9.9562863 53.5831817, 9.9560844 53.5834823, 9.95606 53.5835186, 9.9559366 53.5837116, 9.9558906 53.5837835, 9.9558196 53.5838945, 9.9557885 53.5839465, 9.9557598 53.5839987, 9.9557251 53.5840695, 9.9556999 53.5841279, 9.9556786 53.5841839, 9.9556595 53.5842421, 9.9556443 53.5843037, 9.9556318 53.5843823, 9.9556269 53.5844511, 9.9556284 53.5845187)"
6,w958631074,50,,tertiary,"LineString (10.3040708 53.4411006, 10.3039093 53.4410563, 10.3038879 53.4410494, 10.3038648 53.4410417, 10.3038425 53.441034, 10.303814 53.4410256, 10.3037967 53.4410211, 10.3037757 53.4410168, 10.3037535 53.4410126, 10.303723 53.4410073)"
4,w23070890,50,2,secondary,"LineString (10.0469117 53.583481, 10.0471205 53.5837725)"
8,w78460064,50,,tertiary,"LineString (10.1150892 53.5954655, 10.115209 53.5955556, 10.1158785 53.5960595)"
9,w374964476,50,2,motorway_link,"LineString (9.9080615 53.6177547, 9.9082958 53.6177221, 9.9086989 53.6176643)"
2,w1174583670,50,2,secondary,"LineString (10.0652803 53.5540441, 10.0650563 53.5540539)"
13,w20903067,50,2,tertiary,"LineString (9.9885665 53.5858436, 9.9884403 53.585629, 9.9883866 53.5855411)"
13,w3663314,50,2,tertiary,"LineString (9.9947511 53.5816235, 9.9947027 53.5814803, 9.9941459 53.580041)"
5,w687869032,50,3,tertiary,"LineString (9.9996127 53.4990527, 9.9992112 53.498827, 9.9991589 53.4987695, 9.9991089 53.4987129)"
2,w1148195969,50,3,tertiary,"LineString (10.0430461 53.5492018, 10.0428718 53.5494153)"
4,w825947270,50,2,secondary,"LineString (10.0466968 53.5789008, 10.0486289 53.578691, 10.0486725 53.5786871, 10.0488827 53.578671, 10.0489913 53.578666, 10.0490987 53.5786634)"
2,w598145099,50,3,primary,"LineString (10.0395368 53.5576224, 10.0395181 53.5576681, 10.0394993 53.5577138, 10.0394811 53.5577589, 10.039457 53.5578185)"
6,w734130894,50,2,secondary,"LineString (10.2991652 53.4335408, 10.2993805 53.4337268)"
8,w593915607,50,3,secondary,"LineString (10.0971415 53.5885827, 10.0973319 53.5886205)"
5,w1071079481,50,3,secondary,"LineString (10.0023705 53.4977683, 10.0018629 53.4979139, 10.001368 53.4980593)"
13,w986597353,50,2,tertiary,"LineString (9.9967161 53.5787426, 9.9961399 53.5790249)"
13,w249820592,,2,secondary,"LineString (9.9875559 53.5821537, 9.9873146 53.5822527, 9.9870556 53.5823661, 9.9870326 53.5823764)"
0,w40152907,50,2,secondary,"LineString (9.9552562 53.5497704, 9.9545729 53.549727, 9.9543932 53.5497197)"
13,w142709204,50,2,primary,"LineString (9.9814998 53.5892927, 9.9820138 53.5895837, 9.9823557 53.5897945)"
4,w181911735,50,2,tertiary,"LineString (10.0485339 53.5860431, 10.0486869 53.5863103)"
12,w391821272,50,2,tertiary,"LineString (9.97938 53.5813097, 9.9793082 53.5812553, 9.9792566 53.5812163, 9.979242 53.5812052, 9.9784122 53.5805804, 9.9779402 53.5802408, 9.9778011 53.5801323, 9.9772798 53.579729, 9.9770288 53.5795372, 9.9768802 53.5794158, 9.9768018 53.5793556)"
6,w958631083,50,,tertiary,"LineString (10.3031804 53.4411044, 10.3030301 53.4411493, 10.3028846 53.4411849, 10.3024764 53.4412739, 10.3021899 53.4413374, 10.3021339 53.4413497, 10.3020648 53.4413652, 10.3019509 53.4414012, 10.3018716 53.4414389, 10.3018107 53.4414709, 10.3017675 53.441502, 10.3017025 53.4415508, 10.3016805 53.4415686)"
7,w132071554,50,3,secondary,"LineString (9.9792263 53.4570812, 9.9794611 53.457254, 9.9795243 53.4572974, 9.9796501 53.4573705)"
0,w231454467,50,2,secondary,"LineString (9.9496609 53.5491239, 9.9494328 53.549126, 9.9493856 53.5491216, 9.9493345 53.5491182, 9.9490424 53.5490924)"
4,w179540391,50,2,secondary,"LineString (10.0443047 53.5931137, 10.0443028 53.5931443, 10.0442937 53.5932808)"
13,w629587822,50,1,tertiary,"LineString (9.9916338 53.5887095, 9.991644 53.5888293, 9.9916535 53.5888985, 9.9916585 53.5889347, 9.991697 53.5891231)"
4,w188565069,50,4,primary,"LineString (10.0417229 53.5805433, 10.0416214 53.5804804, 10.0415089 53.5804126)"
7,w30991609,50,5,primary,"LineString (9.9783695 53.4647366, 9.9785545 53.4646843, 9.9786321 53.4646624, 9.978893 53.4645885, 9.9791477 53.4645165)"
11,w45046195,60,4,secondary,"LineString (10.1752838 53.6142051, 10.1755446 53.6140321, 10.1757478 53.6138857, 10.1759671 53.6137043, 10.1761877 53.6135096, 10.1763949 53.6132978, 10.1765478 53.6131236, 10.1767029 53.6129323, 10.1770827 53.6124213, 10.1778783 53.6113954, 10.1780887 53.6111409, 10.1782992 53.6109078, 10.1784273 53.6107715, 10.1785647 53.6106348, 10.1786153 53.6105846)"
8,w593909501,50,2,secondary,"LineString (10.1095226 53.5934284, 10.1094502 53.5933642, 10.1093328 53.5932511)"
13,w25871983,50,2,tertiary,"LineString (10.002412 53.5808373, 10.0029116 53.5807946)"
4,w5122341,50,2,tertiary,"LineString (10.0423769 53.5870835, 10.0420581 53.5871365, 10.041947 53.5871512, 10.0418438 53.5871632)"
0,w607764682,50,2,secondary,"LineString (9.9486149 53.5489223, 9.9489716 53.5489777)"
8,w410778316,50,4,secondary,"LineString (10.0987908 53.5890159, 10.0988716 53.5888876)"
9,w7628115,50,2,tertiary,"LineString (9.8908196 53.6126494, 9.8902823 53.6128357, 9.88971 53.6130131, 9.8895828 53.6130532, 9.8886828 53.6132941, 9.8880345 53.6134369, 9.8872545 53.6135793, 9.8866348 53.6136863, 9.8856819 53.6138481, 9.8853409 53.6139088, 9.8851459 53.6139429, 9.8847484 53.6140125, 9.8835557 53.6142171)"
4,w605693210,50,2,primary,"LineString (10.0431455 53.5817751, 10.0424561 53.5811455)"
2,w228476716,50,2,primary,"LineString (10.0404805 53.5554154, 10.0405112 53.5553214)"
7,w30992272,50,1,tertiary,"LineString (9.9941807 53.465869, 9.994081 53.4657302, 9.9939997 53.4655949, 9.9939473 53.4655113)"
7,w598514757,80,2,trunk_link,"LineString (9.9961293 53.4645631, 9.9962007 53.464649, 9.9962698 53.4647197, 9.9963369 53.4647766, 9.9964014 53.464819, 9.9964674 53.4648492)"
7,w8075097,80,1,trunk_link,"LineString (9.9963178 53.4649255, 9.9961889 53.4648723, 9.9961363 53.4648591, 9.9961106 53.4648527, 9.9960422 53.4648397, 9.9959668 53.4648297, 9.9959032 53.4648267, 9.9957802 53.4648302, 9.995605 53.4648436)"
4,w249236610,30,2,secondary,"LineString (10.0527092 53.5792196, 10.0528737 53.5792514, 10.0532915 53.579332, 10.0535407 53.5793802, 10.0542998 53.5795268, 10.0545749 53.5795799, 10.0547643 53.5796165, 10.055664 53.5797956)"
7,w30663917,50,2,primary,"LineString (9.9839263 53.4630537, 9.9840564 53.4629739, 9.9841525 53.4629382, 9.984271 53.4628943, 9.9844399 53.462823, 9.9845911 53.4627497, 9.984692 53.4626984, 9.9847645 53.4626609, 9.9849147 53.4626274)"
4,w372856695,50,2,primary,"LineString (10.0446914 53.5823493, 10.0445583 53.582311, 10.0442785 53.5822611, 10.0438392 53.5821632)"
4,w373808484,50,3,secondary,"LineString (10.0427461 53.5894939, 10.0427331 53.5894756, 10.04254 53.589191, 10.0425031 53.5891423, 10.0424162 53.5890368)"
7,w291367857,50,2,secondary,"LineString (9.9929662 53.4630271, 9.9928355 53.4627621, 9.9923257 53.4617712, 9.9922915 53.4617084)"
4,w956165869,50,3,tertiary,"LineString (10.0592358 53.5943988, 10.0592632 53.5943344, 10.059315 53.5942337, 10.0593664 53.5941585, 10.0594102 53.5941129, 10.0594348 53.5940905, 10.0594876 53.5940541, 10.0595514 53.5940177)"
11,w1077122792,50,2,secondary,"LineString (10.1830587 53.6069889, 10.1830638 53.6070258, 10.1830447 53.6070799, 10.1830093 53.6071338)"
11,w1226576532,50,3,tertiary,"LineString (10.1803908 53.6031116, 10.179998 53.6032298, 10.1797716 53.6033033)"
8,w940927703,50,1,tertiary,"LineString (10.0973968 53.5936649, 10.0974837 53.593632, 10.0975301 53.5936148, 10.0976 53.5935884, 10.0976153 53.5935803, 10.0976297 53.5935715, 10.0976367 53.5935663, 10.0976462 53.593557)"
13,w951751349,,1,tertiary,"LineString (9.9938907 53.5795936, 9.9939225 53.5795892, 9.9939551 53.5795884, 9.9939873 53.5795915, 9.9940179 53.5795981)"
12,w4077220,50,2,tertiary,"LineString (9.9768018 53.5793556, 9.9767119 53.5792945, 9.9766235 53.579244, 9.9765519 53.5792088)"
12,w719283016,50,2,tertiary,"LineString (9.9558207 53.5850499, 9.9558584 53.5851174)"
12,w892745976,50,3,tertiary,"LineString (9.9676395 53.5723711, 9.9673865 53.5724323, 9.9673341 53.5724449, 9.9668279 53.5725698)"
8,w39965119,50,2,primary,"LineString (10.1217529 53.5865696, 10.1218973 53.5866446, 10.1221823 53.5868122, 10.1223141 53.5868899)"
12,w80992110,50,2,primary,"LineString (9.9562853 53.5704006, 9.9563527 53.5704633)"
9,w1172867826,50,2,tertiary,"LineString (9.9063546 53.6101463, 9.9070014 53.6102006, 9.9078249 53.6102734)"
9,w200445019,50,1,motorway_link,"LineString (9.9121904 53.618155, 9.9120643 53.6180483, 9.9119478 53.6179612, 9.9118111 53.6178809, 9.9116366 53.617781, 9.911426 53.6177133, 9.9112048 53.6176538, 9.9109931 53.617621, 9.9107761 53.6176014, 9.9105741 53.6175987, 9.9103727 53.6176097, 9.910148 53.6176389, 9.9099415 53.6176852, 9.909625 53.6178062, 9.9092794 53.6179594)"
2,w880065828,50,,tertiary,"LineString (10.0572804 53.5552518, 10.0572368 53.5552647, 10.0571758 53.5552802, 10.0571027 53.5552942, 10.0570479 53.5553015, 10.0556552 53.5554037)"
4,w566328659,50,2,tertiary,"LineString (10.048293 53.5856202, 10.0483265 53.5856804, 10.0484168 53.5858304, 10.0484498 53.5858919, 10.0485339 53.5860431)"
9,w308542760,50,1,primary,"LineString (9.9060821 53.6138064, 9.9059425 53.6134135)"
7,w26360751,80,2,trunk_link,"LineString (9.9960128 53.4547703, 9.9961644 53.4548047, 9.9964198 53.4548415, 9.9966618 53.4548539, 9.9969463 53.4548531, 9.9973191 53.4548633, 9.9976137 53.4549032, 9.9978449 53.4549801, 9.9980085 53.4550706, 9.9981672 53.4551941, 9.9985887 53.4555592)"
4,w185406925,50,1,primary_link,"LineString (10.0417964 53.5801763, 10.0418129 53.5802973, 10.041814 53.5803174, 10.0417952 53.5803979, 10.0418095 53.5804689)"
2,w314107693,50,3,secondary,"LineString (10.0683312 53.5533547, 10.0679023 53.5534655)"
7,w30527607,50,3,primary,"LineString (9.9896936 53.4558469, 9.9897106 53.4558251, 9.9899654 53.455538)"
2,w21598981,,,tertiary,"LineString (10.0592166 53.5499419, 10.0591038 53.5502334)"
7,w198706043,50,1,trunk_link,"LineString (9.9880487 53.4521211, 9.9879687 53.4521186, 9.9879071 53.4521241, 9.9878604 53.452133, 9.9878008 53.452156, 9.9877503 53.4521834, 9.9877142 53.452212, 9.987693 53.4522346, 9.9876694 53.4522701)"
1,w233486003,50,2,secondary,"LineString (10.1446436 53.6331256, 10.1443198 53.6329461, 10.1441671 53.63284, 10.1437777 53.6324635, 10.1426229 53.6312447, 10.1414085 53.6298833, 10.1413259 53.6297973)"
4,w23070795,50,2,secondary,"LineString (10.0512341 53.586748, 10.05133 53.5866513)"
2,w146827065,50,2,secondary_link,"LineString (10.066838 53.5537485, 10.06581 53.553906, 10.0655588 53.5539438)"
12,w651947731,50,2,primary,"LineString (9.9595488 53.5746401, 9.9595819 53.5747026, 9.959616 53.5747682, 9.959724 53.5749757, 9.9597817 53.5750848, 9.9598427 53.5751764, 9.9598838 53.5752289)"
0,w1045534394,50,2,secondary,"LineString (9.9556033 53.5497152, 9.9556469 53.5497943)"
2,w527640607,50,,secondary_link,"LineString (10.0505618 53.559861, 10.0505865 53.5599576)"
2,w1116978265,50,3,primary,"LineString (10.0385421 53.5593096, 10.0382436 53.5591628, 10.0380971 53.5590905)"
11,w1226952398,50,2,secondary,"LineString (10.1857895 53.6075227, 10.1860484 53.6075384, 10.1866041 53.607674, 10.1868394 53.6077323)"
12,w1313186040,50,2,tertiary,"LineString (9.9632783 53.5734176, 9.9632493 53.5734241, 9.9631915 53.5734355)"
4,w680718072,50,3,primary,"LineString (10.0557467 53.5914224, 10.0559023 53.5913577)"
2,w1116978254,50,1,primary,"LineString (10.0388358 53.5592902, 10.0388863 53.5593708)"
0,w599245685,50,2,secondary,"LineString (9.9533389 53.5466395, 9.9531946 53.5465236, 9.9531488 53.5464855, 9.9530725 53.5464245)"
12,w391801511,50,2,primary,"LineString (9.979542 53.5692537, 9.9792326 53.5697112)"
8,w922264844,50,2,secondary,"LineString (10.1247144 53.5861133, 10.1245541 53.5860629, 10.1241977 53.5859425, 10.1239399 53.5858166)"
4,w4298622,50,3,tertiary,"LineString (10.0329047 53.5908383, 10.0330377 53.5908503, 10.033152 53.5908607, 10.0334083 53.5908839, 10.0336002 53.5909013)"
2,w734117768,50,2,primary,"LineString (10.0539034 53.5515019, 10.0541607 53.5514707, 10.0544338 53.5514369, 10.0549259 53.551412)"
2,w59410523,50,3,primary,"LineString (10.038666 53.5593735, 10.0385894 53.559334)"
9,w1080326861,80,5,motorway,"LineString (9.9153133 53.6125554, 9.9157352 53.6120549, 9.915948 53.6117897, 9.9160587 53.6116518, 9.9163675 53.6112119, 9.9166987 53.6107258, 9.9167254 53.6106866, 9.9170407 53.6101428, 9.9171379 53.6099527, 9.9174332 53.6093755, 9.9177108 53.6087665)"
12,w1297963091,50,2,tertiary,"LineString (9.9564234 53.5827463, 9.956424 53.5827976, 9.9564235 53.5828535, 9.9564146 53.5828878, 9.9564063 53.582927, 9.9563962 53.5829636, 9.9563817 53.5830057)"
0,w299265210,50,1,secondary_link,"LineString (9.9700193 53.5459299, 9.9698736 53.5460549, 9.9698321 53.5460991, 9.9698109 53.5461337, 9.9697905 53.5461832, 9.969786 53.5462747)"
13,w339819564,50,2,tertiary,"LineString (9.9753836 53.5887287, 9.9755371 53.5887937)"
0,w299269837,50,2,secondary,"LineString (9.9693971 53.5460394, 9.9690982 53.5460548)"
4,w40140849,50,2,tertiary,"LineString (10.041404 53.5870063, 10.0413936 53.5868774)"
2,w1116978258,50,2,primary,"LineString (10.0389734 53.5592172, 10.0391019 53.5592806)"
7,w598514751,50,2,tertiary,"LineString (9.9931657 53.4653286, 9.9933291 53.4652815, 9.9935395 53.4652302, 9.9936039 53.4652215, 9.9936695 53.4652172, 9.9938148 53.4652238)"
12,w5112440,,2,tertiary,"LineString (9.9597119 53.58073, 9.9596625 53.5807292, 9.9593042 53.5807044)"
4,w4309626,50,2,primary,"LineString (10.0409168 53.5797594, 10.0411175 53.5797792)"
8,w192984255,50,2,secondary,"LineString (10.1134498 53.5996476, 10.1135126 53.599763, 10.1141856 53.6009998, 10.1148844 53.60195, 10.1159085 53.6028616, 10.1170445 53.6037845, 10.1172631 53.603949)"
9,w860342667,50,5,primary,"LineString (9.9047663 53.6093917, 9.9047708 53.6093379, 9.9047802 53.6093039, 9.9048505 53.6090032, 9.9048749 53.608891, 9.9048876 53.6088246)"
4,w185393655,50,3,primary,"LineString (10.0509844 53.5863083, 10.0511775 53.5864994, 10.0512218 53.5865422, 10.05133 53.5866513)"
13,w190278567,,2,secondary,"LineString (9.981778 53.5856796, 9.9817438 53.5854775, 9.9817237 53.5854006, 9.981709 53.5853241)"
10,w320416382,50,2,secondary,"LineString (10.2048533 53.5126341, 10.2050425 53.5126475)"
7,w485657173,80,3,trunk,"LineString (9.9932791 53.4535271, 9.9937242 53.4537199, 9.9941219 53.4539114)"
14,w755758905,50,1,tertiary,"LineString (10.1497792 53.5296559, 10.1497928 53.5296454, 10.1498084 53.5296359, 10.1498257 53.5296275)"
2,w228238168,50,3,secondary,"LineString (10.0675458 53.553555, 10.0673674 53.5536015)"
1,w37392823,50,2,secondary,"LineString (10.1352586 53.6287372, 10.1363589 53.6288267, 10.1368863 53.6288685, 10.136937 53.6288725, 10.137119 53.6288869, 10.1373869 53.6289081, 10.1375758 53.6289228)"
9,w399881337,50,2,motorway_link,"LineString (9.9070019 53.6180592, 9.9071628 53.6179955, 9.9072587 53.6179581, 9.9073163 53.6179349, 9.9073699 53.6179151, 9.9074422 53.6178872)"
4,w384880075,50,2,primary,"LineString (10.043508 53.5815726, 10.0436028 53.581658, 10.0436452 53.5816962)"
2,w458320755,50,3,primary,"LineString (10.0531707 53.5610339, 10.0531487 53.5610348, 10.0530252 53.56104, 10.0519919 53.5610867, 10.0507555 53.5611377, 10.0490792 53.5612071, 10.0487795 53.561217)"
2,w1295822297,50,1,tertiary,"LineString (10.061516 53.5603412, 10.0615033 53.5604172)"
7,w601038982,50,1,tertiary,"LineString (9.9940165 53.4653035, 9.9940625 53.4654125)"
14,w756279692,50,1,tertiary,"LineString (10.1499905 53.527471, 10.1499661 53.5274836, 10.1499382 53.5274934, 10.1499078 53.5275, 10.1498759 53.5275032, 10.1498436 53.527503, 10.1498118 53.5274992, 10.1497818 53.5274921)"
2,w1295822343,50,3,primary,"LineString (10.0616302 53.5603273, 10.061516 53.5603412)"
10,w686950646,50,1,secondary,"LineString (10.207895 53.5128521, 10.2082524 53.5128525)"
12,w995808556,50,2,secondary,"LineString (9.9825143 53.5725049, 9.9821067 53.5724933, 9.9820536 53.5724918, 9.9818605 53.5724863)"
5,w914790172,50,2,tertiary,"LineString (10.0000464 53.4993005, 10.0001169 53.4993413, 10.0003417 53.4994689, 10.0005106 53.4995647, 10.00063 53.4996614, 10.0006442 53.4996729, 10.0008349 53.4998274)"
4,w1201597811,50,2,secondary,"LineString (10.0515535 53.5865994, 10.0514201 53.5867413)"
14,w47135499,70,3,trunk,"LineString (10.1356491 53.5264124, 10.1362924 53.5261682)"
4,w90060633,50,1,secondary,"LineString (10.0463679 53.5864689, 10.0464343 53.5864098, 10.0464619 53.5863871, 10.0465099 53.5863216, 10.0465474 53.5862493, 10.0466055 53.5860512, 10.0466868 53.5859496)"
7,w580232212,50,2,primary,"LineString (9.9821006 53.4635633, 9.9821819 53.463537, 9.9824028 53.4634657)"
2,w68095064,50,1,tertiary,"LineString (10.0615033 53.5604172, 10.0614545 53.5606541, 10.0613767 53.5608898, 10.0613585 53.5609449, 10.061302 53.5610893, 10.0612071 53.5612527, 10.0611175 53.5613918, 10.0609848 53.5615699, 10.0607213 53.5618561, 10.0606867 53.5619229)"
5,w243038399,50,1,secondary,"LineString (10.0039869 53.4972609, 10.0041325 53.4972287, 10.0043986 53.4971771, 10.0044607 53.4971684, 10.0046073 53.4971478, 10.0048155 53.4971276)"
2,w302708824,50,2,secondary,"LineString (10.0642361 53.5660395, 10.0638273 53.566517)"
14,w682699198,50,2,primary_link,"LineString (10.1476648 53.5223125, 10.1465752 53.5225975)"
0,w885599485,50,2,secondary,"LineString (9.9556942 53.5499847, 9.9557438 53.5503526, 9.9557548 53.550426)"
7,w30530269,50,1,secondary,"LineString (9.988475 53.4572845, 9.9881732 53.4572313)"
4,w68287372,50,2,secondary,"LineString (10.0400335 53.5803209, 10.0395597 53.5803486, 10.0393196 53.5803479, 10.038565 53.5803457, 10.0382521 53.5803448, 10.0374714 53.5803594, 10.0373776 53.5803554, 10.0370929 53.580305)"
2,w617989202,50,4,tertiary,"LineString (10.0436327 53.5485266, 10.0436564 53.5484946, 10.0436832 53.5484587, 10.0437087 53.5484133, 10.0437181 53.548387, 10.043724 53.5483565)"
4,w956165872,50,1,tertiary,"LineString (10.0595514 53.5940177, 10.0597322 53.5939966)"
11,w1026843171,,3,tertiary,"LineString (10.1940699 53.6088044, 10.1937278 53.6092747, 10.193675 53.6093372)"
0,w40229434,50,2,secondary,"LineString (9.9696435 53.5498345, 9.96961 53.5499026, 9.9695934 53.549976, 9.9695947 53.5500298)"
13,w82253155,,2,tertiary,"LineString (9.9833912 53.5863346, 9.983491 53.5864284, 9.9836411 53.5865598, 9.9845875 53.5873322, 9.9847304 53.587444, 9.9856537 53.5881916, 9.9857192 53.5882519, 9.9861859 53.588625, 9.9865795 53.5890149, 9.9868864 53.5894418, 9.9869523 53.589584, 9.9870996 53.5899067, 9.9871673 53.5900675, 9.9871808 53.5901007, 9.9872482 53.590237)"
4,w26276432,50,1,tertiary_link,"LineString (10.0315964 53.5916714, 10.0320099 53.5915647)"
12,w615907754,,4,secondary,"LineString (9.9821821 53.58448, 9.9822245 53.5844622, 9.9829245 53.5841641, 9.9829968 53.5841334, 9.9831325 53.5840756)"
7,w25647020,50,4,primary,"LineString (9.9911281 53.4468241, 9.9911182 53.4468456, 9.9910981 53.4468834, 9.9910709 53.4469201, 9.9910442 53.4469468, 9.9910089 53.4469732, 9.9909348 53.4470216, 9.9905976 53.4472421, 9.9899052 53.4476986, 9.9898558 53.4477311, 9.9897301 53.447814, 9.9895776 53.4479149, 9.989096 53.4482284, 9.9886123 53.4485431, 9.9885551 53.4485806, 9.9882488 53.4487802, 9.9880508 53.4489137, 9.9878164 53.4490639, 9.9876481 53.4492234, 9.9875384 53.4493859, 9.9874737 53.449532, 9.9874324 53.4496765, 9.9874211 53.4497893, 9.9874196 53.4498639, 9.9874358 53.4500167, 9.9874419 53.4500565, 9.9874755 53.4502256)"
12,w142762609,50,4,primary,"LineString (9.9668845 53.5826242, 9.9668043 53.5825186, 9.9665419 53.5821936, 9.9665272 53.5821753, 9.9663518 53.5819715, 9.9661614 53.581776, 9.9659749 53.5816222, 9.9659333 53.5815895, 9.9655543 53.5813181, 9.9653634 53.5811882, 9.9649152 53.5808869, 9.9649039 53.5808793)"
